case number,case detail,time of fir,no of suspects,progress,police station numbers
4MzRN,Assault on an officer,2022-12-16 19:13:20,3,closed,79922282
N54QA,Vandalism in a park,2022-10-24 13:24:26,7,pending,14425684
kWmSM,Car theft,2022-01-17 03:25:04,5,closed,14491433
yhRJN,Vandalism in a park,2020-10-13 14:59:19,4,pending,02033879
Z58qf,Public disturbance,2021-02-16 00:07:05,10,closed,41091946
ohB7s,Drug trafficking,2019-07-07 10:55:23,3,pending,75913684
UND6L,Kidnapping,2019-07-05 08:47:55,4,pending,23443664
ZIO4T,Shoplifting at a mall,2021-12-26 09:55:29,1,closed,12342708
eie1C,Kidnapping,2021-02-17 16:03:10,1,closed,37013011
TQGdX,Stalking,2022-09-14 23:46:08,6,pending,37114631
JDfgZ,Child abuse,2021-12-01 01:09:03,10,pending,85715807
jex5d,Robbery at a convenience store,2022-02-16 23:16:34,5,closed,55715088
ocRum,Stalking,2019-10-25 04:19:31,2,closed,91330364
Ckdkw,Drug trafficking,2019-06-19 21:46:00,5,closed,77549759
xlhQj,Human trafficking,2019-02-05 03:59:58,4,pending,41574587
FDO41,Arson,2020-02-16 00:05:38,7,closed,93308909
X19Sy,Burglary in a residential area,2022-01-26 12:16:24,5,pending,13601399
5ssVO,Homicide,2019-02-07 19:31:33,6,pending,56836336
aVATN,Domestic violence,2022-05-04 09:10:27,5,pending,92829318
St1YY,Public disturbance,2022-08-03 19:16:24,2,closed,76764971
t0QfG,Shoplifting at a mall,2021-11-28 12:07:48,10,closed,82404074
pPkqS,Assault in a public place,2022-03-01 13:11:17,8,closed,42363523
tUVqV,Public disturbance,2019-08-04 10:55:58,2,pending,95386816
EQeKO,Stalking,2020-11-15 09:00:54,6,closed,89166776
8NKW7,Environmental crime,2020-03-13 20:21:23,3,closed,83775968
Vupyi,Drug trafficking,2022-04-21 15:40:50,10,pending,23642523
bR4A8,Forgery and fraud,2020-04-20 05:16:54,10,pending,20951209
lIAaa,Child abuse,2022-12-30 00:52:38,4,pending,36554403
72F3c,Stalking,2022-01-14 05:48:10,4,closed,68336298
27jkU,Vandalism in a park,2020-01-01 14:01:51,9,closed,41276338
Lw7rA,Drug trafficking,2022-04-17 22:00:46,10,pending,29807651
3ck8u,Arson,2019-08-24 00:48:39,8,closed,84438744
EmeOr,Child abuse,2020-07-03 07:57:38,9,pending,95984978
UYm9i,Vandalism in a park,2020-03-14 02:59:57,8,closed,98651019
Lr7MX,Identity theft,2019-11-11 14:09:53,3,closed,70079475
e5n7S,Assault in a public place,2022-10-24 08:39:58,6,pending,32277893
8cNLJ,Trespassing,2020-12-05 21:04:36,8,closed,49375763
uLlkB,Homicide,2020-12-21 19:59:06,1,closed,63274443
kyxuN,Homicide,2020-10-07 19:30:06,9,closed,82064246
2TEGd,Shoplifting at a mall,2022-09-04 03:58:08,8,pending,64586758
rgp6g,Burglary in a residential area,2019-08-01 18:48:31,6,pending,04879907
cEk1n,Human trafficking,2020-04-24 09:13:54,9,pending,39557638
agsAf,Vandalism in a park,2019-08-24 11:36:55,10,pending,49229633
DvN7e,Child abuse,2021-05-10 09:04:03,2,closed,94663811
qYqqj,Public disturbance,2019-06-02 09:43:26,7,pending,50659462
5cspa,Drug trafficking,2020-06-14 05:58:06,6,pending,07165016
OP5Ir,Identity theft,2019-09-30 04:46:17,7,pending,61546830
hzvI4,Car theft,2022-05-24 04:29:47,6,pending,69747216
kfJxc,Trespassing,2022-10-07 18:05:24,5,pending,13163173
1N9CY,Public disturbance,2022-08-31 20:24:22,10,closed,93121641
TeRuk,Trespassing,2020-12-07 20:17:56,2,pending,87789294
6bjmY,Stalking,2020-04-06 07:13:06,2,pending,77827985
KIPka,Vandalism in a park,2020-03-01 12:23:44,3,closed,42462815
XhRcv,Cybercrime,2019-04-21 18:28:00,4,pending,67781950
DRu9U,Identity theft,2019-02-26 01:24:42,7,pending,34218656
l5fFl,Forgery and fraud,2021-05-24 19:41:58,9,pending,07942582
grEZT,Public disturbance,2022-12-27 18:40:50,3,closed,79054976
3LIVk,Shoplifting at a mall,2020-03-26 12:28:41,1,pending,17225850
D9Ifz,Homicide,2021-02-26 15:39:32,2,pending,31950692
XoIAN,Shoplifting at a mall,2021-02-03 14:37:51,1,closed,93689469
WHCtI,Identity theft,2021-09-12 23:04:13,5,pending,08711139
Vt5JA,Car theft,2021-11-25 00:45:47,3,closed,71154852
hs5lY,Assault in a public place,2020-12-07 03:19:52,4,pending,89627824
POT0V,Child abuse,2020-07-01 07:25:38,9,closed,91603748
PP881,Arson,2019-01-16 06:44:13,3,closed,94656499
ZLknC,Car theft,2021-09-16 00:08:54,2,closed,97977485
Dk1IP,Human trafficking,2022-06-09 01:30:58,9,pending,18065539
SPcKd,Vandalism in a park,2020-01-16 13:28:36,3,pending,04336831
dVC9F,Arson,2021-10-01 14:43:35,7,closed,48027507
nbGtI,Arson,2021-10-29 04:29:28,5,pending,02206980
HxCqD,Homicide,2022-10-28 03:13:32,1,closed,20707653
qbDhv,Homicide,2020-01-07 03:46:02,9,closed,10717713
qjYwl,Shoplifting at a mall,2022-12-24 07:40:01,10,pending,10984458
pJzHh,Homicide,2020-02-20 06:35:21,7,closed,11439667
ynLvZ,Stalking,2021-12-08 06:29:19,8,pending,44116023
ooXum,Human trafficking,2021-04-27 01:15:25,2,pending,70926951
yGlb0,Robbery at a convenience store,2020-09-17 03:37:57,10,closed,94624458
D0rPk,Trespassing,2021-10-13 08:37:33,8,closed,31276142
z08O1,Public disturbance,2022-08-05 11:23:25,3,pending,58176647
LqurB,Car theft,2020-02-15 11:30:59,2,closed,93787851
VmVq4,Shoplifting at a mall,2019-05-31 04:55:39,2,pending,43057377
S1a97,Robbery at a convenience store,2022-06-15 09:48:24,10,closed,72406566
0paXe,Stalking,2019-11-26 05:54:25,2,closed,07061402
brjc7,Assault on an officer,2021-01-04 12:59:02,7,closed,68478408
HhokA,Forgery and fraud,2019-07-02 21:45:09,2,closed,96355845
sEE73,Human trafficking,2020-03-12 00:12:12,10,closed,46804561
7N8Of,Drug trafficking,2019-04-03 18:05:18,2,closed,31408035
hBf6U,Environmental crime,2021-10-04 15:13:37,4,closed,70517507
w2Gf9,Identity theft,2021-03-29 22:53:56,9,pending,72963991
P2Js5,Assault on an officer,2021-09-10 23:52:37,6,closed,21282569
247C9,Public disturbance,2019-04-11 22:51:19,6,pending,16894252
QeEWX,Child abuse,2020-10-27 03:11:31,7,pending,75724392
NZj3f,Forgery and fraud,2022-10-23 16:19:13,8,closed,51384953
EqG9d,Assault in a public place,2022-05-10 09:55:47,10,pending,42022155
rdYIq,Vandalism in a park,2021-07-31 07:40:26,6,closed,20316141
6ufTl,Kidnapping,2020-06-25 11:57:28,7,pending,61267725
JGxr6,Forgery and fraud,2021-02-19 15:23:29,9,closed,83541071
aUryD,Stalking,2020-01-16 02:37:40,9,pending,52030067
2TzOD,Burglary in a residential area,2021-05-17 09:58:20,3,closed,35499758
jXzYE,Identity theft,2022-07-19 06:03:49,7,closed,17533675
Kv0AJ,Identity theft,2019-07-05 06:42:08,6,closed,56695984
NTsUS,Assault on an officer,2020-04-25 01:31:12,5,pending,10229270
XV9uV,Burglary in a residential area,2020-02-11 15:26:20,1,closed,37671977
DXWRX,Trespassing,2019-12-04 09:57:33,8,pending,08841363
pSDCo,Human trafficking,2019-01-27 19:57:11,9,pending,82148388
Fpd6C,Drug trafficking,2020-06-23 05:03:30,2,closed,51337854
aGHdo,Car theft,2022-10-20 15:40:05,8,closed,96680316
y4QCG,Robbery at a convenience store,2021-05-19 17:03:32,7,closed,37780649
9n0gY,Domestic violence,2020-02-22 06:29:33,1,closed,72051421
4yOd1,Cybercrime,2021-04-26 12:33:30,2,pending,89519415
lNe0O,Domestic violence,2021-08-23 17:08:52,7,closed,32825530
1u06K,Shoplifting at a mall,2019-02-20 19:25:45,3,closed,22560687
J2GoA,Robbery at a convenience store,2020-08-03 15:11:46,5,closed,74242850
QbvPl,Public disturbance,2021-03-28 01:49:47,3,closed,01423157
2byHi,Robbery at a convenience store,2021-08-11 03:56:59,6,pending,01222551
66Mpc,Child abuse,2019-02-27 16:36:08,2,closed,03455856
V4Dow,Forgery and fraud,2021-09-24 15:34:36,3,pending,09637864
9WYu5,Assault on an officer,2019-12-04 02:37:41,4,closed,60419166
yQYOc,Domestic violence,2019-10-24 07:20:04,5,closed,34711494
ubuui,Public disturbance,2019-09-08 20:09:23,3,pending,98315729
XSm2S,Assault on an officer,2020-03-13 18:26:04,5,pending,55453471
qaCuQ,Public disturbance,2020-05-16 17:40:07,6,pending,91538818
SpDhg,Environmental crime,2020-06-10 00:34:49,3,closed,40411606
5u8a9,Cybercrime,2020-07-24 19:02:27,10,closed,69396782
cAioW,Domestic violence,2021-06-09 08:12:17,10,pending,84487613
vPZ4Y,Public disturbance,2020-02-29 09:02:34,8,closed,00427381
jJ4wA,Arson,2019-11-20 23:01:14,7,pending,94753079
bdz9S,Stalking,2020-02-21 10:33:23,8,closed,67208793
QnSB3,Environmental crime,2020-03-22 13:18:14,9,pending,80210993
Ugvyc,Environmental crime,2021-08-27 12:27:14,1,closed,98197418
xQUyC,Child abuse,2019-03-20 11:15:58,2,pending,29485522
fYtTm,Assault on an officer,2022-08-17 03:00:46,10,closed,88370779
7B3Dh,Robbery at a convenience store,2019-08-17 22:49:21,8,pending,24117071
WWYQJ,Public disturbance,2021-02-20 14:04:17,2,pending,95904927
ChC1m,Car theft,2020-07-11 20:55:08,4,pending,48864174
sEXnP,Burglary in a residential area,2022-10-23 00:12:59,2,closed,27226266
HRTcD,Assault on an officer,2022-12-29 03:25:50,10,closed,50693880
8DTLq,Forgery and fraud,2022-12-30 11:20:49,5,pending,62697322
pgfCH,Stalking,2022-07-20 06:13:24,1,closed,63781757
71CMI,Assault in a public place,2020-06-11 21:55:09,3,closed,97730173
CLrU9,Kidnapping,2022-05-21 14:41:38,3,closed,49300173
AZVIS,Assault on an officer,2019-10-13 11:33:31,6,closed,32117456
6Hwe5,Trespassing,2019-08-07 15:33:17,9,closed,50862070
JpNbU,Stalking,2021-04-20 08:14:05,6,pending,82900465
To1ds,Forgery and fraud,2021-02-24 21:22:25,2,pending,67816160
OFIxe,Kidnapping,2020-03-15 22:21:01,4,closed,62675967
DzccG,Trespassing,2020-02-19 02:47:53,1,pending,10702042
QfTh8,Environmental crime,2021-07-06 21:11:33,3,closed,88141053
qe2VV,Drug trafficking,2020-09-03 15:30:51,10,pending,80126255
TRhSh,Domestic violence,2022-07-09 09:51:15,1,closed,01174851
MvsFG,Stalking,2022-07-01 03:08:16,4,pending,24483037
WYsIr,Vandalism in a park,2020-09-01 07:51:41,8,pending,52930290
6oRo0,Child abuse,2022-09-26 15:47:48,10,pending,75884678
xk2Hm,Shoplifting at a mall,2022-04-11 22:54:27,7,pending,36598072
GhoZe,Trespassing,2019-03-30 18:33:35,8,pending,50978117
fVUr2,Trespassing,2022-12-16 06:52:05,4,closed,79016126
fz9kx,Child abuse,2021-09-07 10:07:31,2,closed,37608287
j286C,Forgery and fraud,2019-10-18 14:07:27,4,pending,95559298
8lz7d,Car theft,2020-04-09 02:55:38,1,pending,86934039
xKsl6,Cybercrime,2021-08-17 15:15:14,7,pending,43923767
HpQTn,Arson,2021-05-22 07:38:09,4,closed,20428429
2k3aw,Identity theft,2019-10-28 07:04:10,9,pending,00702536
JLSF9,Robbery at a convenience store,2019-11-05 08:04:17,1,pending,39655041
4tG1L,Public disturbance,2022-07-22 10:21:43,9,closed,77638247
mRKi8,Burglary in a residential area,2022-07-04 20:18:31,8,closed,82177858
vDARz,Arson,2022-10-15 07:53:44,5,pending,19518072
esKVQ,Forgery and fraud,2021-04-26 04:22:12,8,closed,63811717
sXq0k,Arson,2020-09-26 21:59:12,7,closed,74268157
o2acA,Forgery and fraud,2019-03-28 13:34:18,9,pending,31344445
YiANm,Assault on an officer,2020-09-17 09:00:33,5,closed,31443457
UjUYd,Stalking,2020-04-16 02:02:51,6,pending,60396895
DUkLq,Trespassing,2021-10-16 13:05:49,5,closed,29598461
CAOdX,Assault on an officer,2022-09-29 14:45:18,8,closed,56010234
UJuru,Identity theft,2022-01-17 22:45:56,9,closed,34472680
jxB39,Robbery at a convenience store,2020-02-20 21:33:04,6,pending,51724761
R4hCg,Burglary in a residential area,2020-07-28 05:51:08,9,pending,96031244
94w7V,Vandalism in a park,2022-11-04 11:59:09,1,pending,06943376
kWbG5,Robbery at a convenience store,2019-07-11 14:07:04,2,pending,55181947
rixSM,Shoplifting at a mall,2020-06-24 07:52:06,6,closed,89844428
BEVG5,Car theft,2022-02-23 02:54:56,8,pending,78549309
86hAK,Environmental crime,2019-06-27 18:47:41,7,pending,02865292
s9Ddu,Shoplifting at a mall,2021-12-06 04:30:31,5,pending,22133582
ajheR,Stalking,2021-12-18 23:33:06,6,pending,33827296
buZJI,Human trafficking,2020-09-02 21:41:57,5,closed,29324967
Uepar,Forgery and fraud,2020-09-12 17:08:48,5,closed,47136723
Co4eQ,Trespassing,2021-12-31 15:37:59,5,pending,41537311
VkTzq,Kidnapping,2019-02-08 20:48:02,8,pending,38098254
52y7Q,Human trafficking,2020-09-30 13:57:49,10,closed,93775694
5cPrQ,Human trafficking,2022-09-06 04:53:29,2,pending,01439143
EqAyp,Assault on an officer,2019-05-09 20:39:46,4,closed,43185583
eH8oF,Public disturbance,2020-04-07 03:26:56,8,pending,99248687
B39F8,Cybercrime,2019-11-22 13:15:36,7,pending,61425991
e4wHD,Assault in a public place,2020-11-18 23:02:04,10,pending,17813876
yc5lj,Environmental crime,2020-01-07 01:30:31,2,pending,70053093
a9DgR,Human trafficking,2020-10-19 07:41:26,9,pending,81699149
HqNXP,Forgery and fraud,2020-09-25 07:54:49,7,closed,50542812
fk7Jy,Drug trafficking,2019-09-24 03:49:45,4,closed,28995908
fZ6NQ,Stalking,2019-03-14 01:50:26,6,pending,75270999
h9hma,Assault in a public place,2019-06-22 19:58:16,6,pending,96389630
dgllR,Robbery at a convenience store,2019-04-26 14:03:29,2,closed,64779701
kMPG1,Assault on an officer,2022-11-18 12:58:44,1,closed,91576964
mYGtV,Assault in a public place,2020-03-12 21:10:09,4,closed,61275708
lQnC9,Identity theft,2021-01-10 16:00:24,6,pending,85639640
kGm3m,Forgery and fraud,2020-10-04 23:08:59,3,pending,52122132
zkLZu,Stalking,2021-06-06 04:57:51,6,pending,15767949
KSewm,Robbery at a convenience store,2020-01-18 23:02:48,5,pending,78092855
Bhjxv,Assault in a public place,2020-11-11 04:46:23,10,pending,63144639
qFaOx,Cybercrime,2022-03-12 10:06:40,6,closed,38504879
Dsvma,Shoplifting at a mall,2019-11-09 21:10:43,3,closed,41259577
HQXuE,Drug trafficking,2022-12-08 18:22:10,8,closed,65382019
PaqE7,Cybercrime,2019-09-22 20:56:53,4,pending,63018176
Cr1fG,Assault in a public place,2019-01-02 05:59:31,6,pending,05438521
q5wEu,Environmental crime,2020-12-04 04:58:51,4,closed,52263586
hI7Pl,Arson,2020-04-08 00:39:21,8,closed,68728778
S6e4T,Kidnapping,2022-04-06 19:00:18,5,pending,33932304
zi60r,Vandalism in a park,2021-06-15 15:29:52,10,pending,04926778
1QwZS,Robbery at a convenience store,2019-04-05 09:24:24,5,pending,15110317
G7zF0,Identity theft,2021-01-31 20:41:31,1,closed,91735766
z6IXd,Assault on an officer,2022-09-22 19:36:19,10,pending,17569548
qyJR6,Domestic violence,2021-02-02 12:22:28,9,pending,76681460
K1tYK,Cybercrime,2019-01-01 00:46:38,2,pending,02352827
13Wo4,Cybercrime,2022-12-16 20:05:51,1,closed,73007802
Dndkc,Assault on an officer,2019-02-19 03:11:31,3,closed,61996703
Wn6JP,Public disturbance,2022-09-03 04:58:35,8,closed,79048155
hrc38,Shoplifting at a mall,2019-08-30 17:31:50,5,closed,50753973
WOH7I,Vandalism in a park,2020-05-12 07:24:12,6,closed,59119599
JNbG8,Identity theft,2021-12-20 12:55:08,9,pending,83737101
eXBvj,Burglary in a residential area,2022-01-27 18:04:02,1,pending,88099874
jsPsP,Robbery at a convenience store,2022-09-25 05:35:06,1,closed,15338763
uE6FB,Drug trafficking,2022-03-25 19:34:04,6,pending,22215080
yWdZZ,Human trafficking,2021-05-02 00:22:29,6,pending,70684191
TEoH7,Human trafficking,2019-11-18 11:08:15,5,closed,73735037
gMtI0,Kidnapping,2021-03-11 06:07:38,10,closed,53928548
IpueS,Domestic violence,2019-10-29 23:38:57,1,pending,05297744
qw743,Human trafficking,2022-04-01 20:13:02,5,closed,51137891
xFcOJ,Stalking,2020-07-23 22:57:06,1,pending,40245079
GUM6V,Burglary in a residential area,2021-07-22 21:12:52,4,closed,32162351
ikITo,Vandalism in a park,2019-11-17 04:21:44,4,closed,90515572
xN8I2,Assault on an officer,2022-05-30 12:31:28,1,pending,72745128
MmH7B,Assault on an officer,2022-10-06 17:26:51,5,closed,72000081
FxjlW,Environmental crime,2019-12-05 12:39:33,10,pending,88994930
tfTYo,Car theft,2022-02-25 03:45:02,5,closed,37599007
oIdt7,Stalking,2022-04-03 05:58:06,8,closed,92548216
JHMf7,Assault in a public place,2019-07-10 19:25:58,9,pending,82579491
ulGlg,Stalking,2019-05-07 19:23:36,6,pending,43928641
GTPMt,Arson,2022-05-20 12:59:09,6,pending,34779387
SLKqn,Shoplifting at a mall,2020-07-06 12:15:51,2,pending,66525586
F1ZZk,Arson,2020-11-14 12:05:23,3,pending,04755187
T6rhd,Cybercrime,2021-02-04 07:05:38,6,closed,02019928
CG91o,Homicide,2020-10-27 15:26:20,9,closed,52979837
sqdeC,Child abuse,2021-11-15 12:39:51,5,pending,48745538
DxWtB,Car theft,2021-04-02 04:57:30,3,pending,51324210
otkZu,Cybercrime,2022-05-14 14:02:41,2,pending,82203953
96l9B,Assault in a public place,2021-12-21 08:17:35,1,closed,27646778
e4SHA,Domestic violence,2019-06-20 18:09:05,4,pending,07158788
PLZdQ,Car theft,2022-09-02 13:59:37,6,closed,41766610
ECCcQ,Trespassing,2022-08-02 21:16:15,4,closed,27563078
p40De,Domestic violence,2022-06-11 18:13:53,6,pending,81361767
ges0x,Robbery at a convenience store,2021-05-10 17:54:18,7,closed,36639162
cQ2dV,Car theft,2020-02-29 09:52:10,9,closed,66106901
cKp4E,Stalking,2019-11-30 15:41:55,2,closed,97052130
Cc4B5,Domestic violence,2020-09-28 14:02:47,1,closed,63554496
Znr9E,Child abuse,2021-09-09 10:43:07,2,closed,20315889
7r0JA,Kidnapping,2022-01-22 23:46:01,3,closed,21707876
VW7el,Domestic violence,2020-04-07 10:40:54,2,pending,15337718
4OexY,Public disturbance,2022-03-26 07:14:58,9,closed,18695750
EnihB,Stalking,2021-02-03 19:47:06,4,closed,73052865
jGleo,Public disturbance,2022-09-19 19:45:21,4,closed,02921684
pv2C5,Vandalism in a park,2019-12-02 16:54:15,1,closed,46917251
74HRd,Arson,2019-07-13 05:09:24,5,pending,19323374
8sJWo,Car theft,2022-02-17 14:55:02,9,pending,58200834
9DwQX,Drug trafficking,2021-09-25 02:30:54,4,pending,04629335
eW97o,Kidnapping,2019-05-30 16:54:39,9,pending,34069427
2TRVm,Human trafficking,2019-08-10 01:20:32,7,closed,39112235
SOWxC,Car theft,2022-09-07 21:29:33,3,pending,01830078
sJ9AO,Human trafficking,2019-10-17 18:24:21,10,closed,68433128
E7x1O,Assault on an officer,2022-04-15 01:25:21,3,pending,71202896
O5mvp,Cybercrime,2020-05-23 20:15:37,4,closed,92867745
GAHmf,Cybercrime,2021-09-14 05:35:01,3,pending,98833184
0lxjU,Domestic violence,2019-03-23 13:26:32,3,closed,41522278
PDD6v,Car theft,2021-04-20 05:04:46,10,closed,23837002
YvkAo,Robbery at a convenience store,2020-05-02 08:00:40,6,closed,27751440
RLmWU,Burglary in a residential area,2019-11-16 13:37:36,2,closed,28949849
ozDmq,Arson,2022-02-02 11:54:08,4,closed,42539226
MEkzw,Human trafficking,2019-06-24 07:21:21,4,closed,58771742
RHzAH,Robbery at a convenience store,2019-10-21 20:45:11,2,closed,01890549
h0pId,Environmental crime,2021-04-18 08:56:11,10,pending,03432475
O2rwg,Arson,2020-08-19 08:13:32,5,closed,81656754
zZMUJ,Forgery and fraud,2020-01-20 08:23:03,5,closed,17716423
4ePS4,Car theft,2021-12-10 11:28:03,10,pending,00178761
0NWgb,Assault in a public place,2019-06-08 20:46:27,3,closed,89566540
sUjGY,Public disturbance,2019-04-13 01:46:32,8,pending,54776234
LmDzB,Domestic violence,2022-12-10 17:13:46,10,closed,84439849
M8JQc,Environmental crime,2021-05-10 09:08:23,9,pending,72887103
enKxd,Forgery and fraud,2021-09-17 20:56:57,6,pending,49356709
TphUK,Cybercrime,2021-02-13 19:16:40,2,pending,73082267
gjxMe,Assault on an officer,2022-03-15 08:41:34,7,pending,29958332
Ydck5,Robbery at a convenience store,2020-04-27 13:02:36,1,closed,39701397
4hcPr,Trespassing,2020-06-16 17:15:48,6,pending,48594966
R8kSR,Arson,2022-05-21 13:34:20,2,closed,85835892
Gkvaw,Child abuse,2022-02-27 02:10:47,1,closed,99005395
y4FEc,Vandalism in a park,2021-09-19 00:45:21,6,closed,90095302
JcXDA,Public disturbance,2022-07-20 12:45:00,4,closed,72141253
Y374x,Cybercrime,2020-07-11 04:44:12,9,closed,11571440
9xK0g,Forgery and fraud,2021-06-25 11:10:53,4,pending,09441603
qFnUo,Environmental crime,2022-07-12 07:11:36,2,closed,36641585
blF4Y,Cybercrime,2020-12-18 02:43:27,4,closed,43440917
A6i9u,Vandalism in a park,2022-08-02 06:46:14,6,closed,37461962
5atd7,Environmental crime,2022-05-04 16:28:49,10,closed,45484890
j8aGO,Assault in a public place,2020-02-27 05:42:09,4,closed,49884006
AwE6B,Assault in a public place,2019-10-17 18:37:42,8,closed,69902162
Jx9tI,Assault in a public place,2019-08-21 19:47:30,4,pending,30710872
MquhB,Robbery at a convenience store,2021-06-13 18:35:50,1,closed,65869261
ctW8E,Stalking,2019-05-11 00:37:35,9,closed,59251847
dnfKE,Stalking,2021-04-02 07:33:04,6,pending,77264758
Tq4RS,Shoplifting at a mall,2020-10-01 20:07:57,9,closed,74784240
EvhA2,Assault in a public place,2020-06-03 20:30:37,3,closed,67654109
fLrVz,Child abuse,2019-11-26 04:54:19,5,closed,05233033
zsadh,Robbery at a convenience store,2021-09-21 17:55:21,6,closed,83409016
o25Gg,Cybercrime,2019-04-15 06:43:19,4,pending,49380723
eXJyO,Trespassing,2020-06-30 13:14:23,7,closed,62344664
cXPcb,Shoplifting at a mall,2020-12-04 22:12:33,9,pending,28970779
ZiGaf,Assault on an officer,2022-01-17 18:46:05,3,pending,53467107
NfRcq,Homicide,2019-10-08 08:50:00,5,closed,74103800
4VX12,Human trafficking,2020-07-09 17:38:50,1,closed,41451605
Ucx58,Child abuse,2019-05-25 01:04:54,6,closed,26230489
YbnQA,Environmental crime,2020-02-14 08:24:55,3,closed,82966290
MJdfn,Homicide,2022-11-06 20:41:36,4,closed,97382376
CczEo,Arson,2019-02-22 06:39:01,7,closed,69248696
NZuLr,Vandalism in a park,2022-09-04 19:59:46,3,pending,57367737
6wuH0,Assault on an officer,2021-06-02 10:50:30,6,pending,90921494
hHn8F,Trespassing,2021-03-22 20:37:37,8,pending,09989974
UQvgW,Homicide,2020-08-12 23:24:38,9,pending,64895829
